Marker Chrom Pos_start
Chr2SNP2031 2 22.252055
Chr2SNP2043 2 22.383562
Chr2SNP2048 2 22.438357
Chr2SNP2053 2 22.493151
Chr2SNP2057 2 22.536987
Chr2SNP2059 2 22.558905
Chr2SNP2062 2 22.591781
Chr2SNP2065 2 22.624658
Chr2SNP2067 2 22.646576
Chr2SNP2071 2 22.690411
Chr2SNP2072 2 22.70137
Chr2SNP2073 2 22.712329
Chr2SNP2076 2 22.745206
Chr2SNP2077 2 22.756165
Chr2SNP2081 2 22.8
Chr2SNP2083 2 22.821918
Chr2SNP2088 2 22.876713
Chr2SNP2089 2 22.887672
Chr2SNP2091 2 22.90959
Chr2SNP2097 2 22.975343
Chr2SNP2099 2 22.997261
Chr2SNP2111 2 23.128768
Chr2SNP2116 2 23.183562
Chr2SNP2118 2 23.20548
Chr2SNP2120 2 23.227398
Chr2SNP2121 2 23.238357
Chr2SNP2130 2 23.336987
Chr2SNP2132 2 23.358905
Chr2SNP2135 2 23.391781
Chr2SNP2138 2 23.424658
Chr2SNP2145 2 23.50137
Chr2SNP2148 2 23.534247
Chr2SNP2150 2 23.556165
Chr2SNP2154 2 23.600001
Chr2SNP2163 2 23.698631
Chr2SNP2165 2 23.720548
Chr2SNP2166 2 23.731507
Chr2SNP2171 2 23.786302
Chr2SNP2173 2 23.80822
Chr2SNP2176 2 23.841096
Chr2SNP2178 2 23.863014
Chr2SNP2184 2 23.928768
Chr2SNP2185 2 23.939727
Chr2SNP2188 2 23.972603
Chr2SNP2191 2 24.00548
Chr2SNP2194 2 24.038357
Chr2SNP2205 2 24.158905
Chr2SNP2209 2 24.20274
Chr2SNP2217 2 24.290411
Chr2SNP2219 2 24.312329
Chr2SNP2220 2 24.323288
Chr2SNP2222 2 24.345206
Chr2SNP2226 2 24.389042
Chr2SNP2227 2 24.4
Chr2SNP2234 2 24.476713
Chr2SNP2236 2 24.498631
Chr2SNP2240 2 24.542466
Chr2SNP2241 2 24.553425
Chr2SNP2243 2 24.575343
Chr2SNP2249 2 24.641096
Chr2SNP2252 2 24.673973
Chr2SNP2255 2 24.70685
Chr2SNP2256 2 24.717809
Chr2SNP2257 2 24.728768
Chr2SNP2260 2 24.761644
Chr2SNP2265 2 24.816439
Chr2SNP2267 2 24.838357
Chr2SNP2268 2 24.849316
Chr2SNP2269 2 24.860274
Chr2SNP2270 2 24.871233
Chr2SNP2274 2 24.915069
Chr2SNP2275 2 24.926028
Chr2SNP2282 2 25.00274
Chr2SNP2286 2 25.046576
Chr2SNP2287 2 25.057535
Chr2SNP2293 2 25.123288
Chr2SNP2301 2 25.210959
Chr2SNP2302 2 25.221918
Chr2SNP2304 2 25.243836
Chr2SNP2310 2 25.30959
Chr2SNP2317 2 25.386302
Chr2SNP2320 2 25.419179
Chr2SNP2324 2 25.463014
Chr2SNP2327 2 25.495891
Chr2SNP2328 2 25.50685
Chr2SNP2329 2 25.517809
Chr2SNP2330 2 25.528768
Chr2SNP2335 2 25.583562
Chr2SNP2339 2 25.627398
Chr2SNP2340 2 25.638357
Chr2SNP2341 2 25.649316
Chr2SNP2342 2 25.660274
Chr2SNP2345 2 25.693151
Chr2SNP2346 2 25.70411
Chr2SNP2347 2 25.715069
Chr2SNP2351 2 25.758905
Chr2SNP2353 2 25.780822
Chr2SNP2357 2 25.824658
Chr2SNP2360 2 25.857535
Chr2SNP2364 2 25.90137
Chr2SNP2365 2 25.912329
Chr2SNP2367 2 25.934247
Chr2SNP2369 2 25.956165
Chr2SNP2372 2 25.989042
Chr2SNP2374 2 26.010959
Chr2SNP2375 2 26.021918
Chr2SNP2376 2 26.032877
Chr2SNP2382 2 26.098631
Chr2SNP2384 2 26.120548
Chr2SNP2393 2 26.219179
Chr2SNP2395 2 26.241096
Chr2SNP2398 2 26.273973
Chr2SNP2404 2 26.339727
Chr2SNP2409 2 26.394521
Chr2SNP2412 2 26.427398
Chr2SNP2413 2 26.438357
Chr2SNP2415 2 26.460274
Chr2SNP2416 2 26.471233
Chr2SNP2417 2 26.482192
Chr2SNP2423 2 26.547946
Chr2SNP2431 2 26.635617
Chr2SNP2434 2 26.668494
Chr2SNP2435 2 26.679453
Chr2SNP2437 2 26.70137
Chr2SNP2439 2 26.723288
Chr2SNP2441 2 26.745206
Chr2SNP2442 2 26.756165
Chr2SNP2459 2 26.942466
Chr2SNP2460 2 26.953425
Chr2SNP2465 2 27.00822
Chr2SNP2470 2 27.063014
Chr2SNP2473 2 27.095891
Chr2SNP2474 2 27.10685
Chr2SNP2477 2 27.139727
Chr2SNP2481 2 27.183562
Chr2SNP2482 2 27.194521
Chr2SNP2484 2 27.216439
Chr2SNP2491 2 27.293151
Chr2SNP2493 2 27.315069
Chr2SNP2494 2 27.326028
Chr2SNP2509 2 27.490411
Chr2SNP2515 2 27.556165
Chr2SNP2519 2 27.600001
Chr2SNP2521 2 27.621918
Chr2SNP2525 2 27.665754
Chr2SNP2529 2 27.70959
Chr2SNP2531 2 27.731507
Chr2SNP2532 2 27.742466
Chr2SNP2541 2 27.841096
Chr2SNP2554 2 27.983562
Chr2SNP2766 2 30.30685
Chr2SNP2771 2 30.361644
Chr2SNP2776 2 30.416439
Chr2SNP2791 2 30.580822
Chr2SNP2793 2 30.60274
Chr2SNP2796 2 30.635617
Chr2SNP2804 2 30.723288
Chr2SNP2805 2 30.734247
Chr2SNP2808 2 30.767124
Chr2SNP2813 2 30.821918
Chr2SNP2814 2 30.832877
Chr2SNP2816 2 30.854795
Chr2SNP2817 2 30.865754
Chr2SNP2819 2 30.887672
Chr2SNP2832 2 31.030137
Chr2SNP2841 2 31.128768
Chr2SNP2849 2 31.216439
Chr2SNP2856 2 31.293151
Chr2SNP2858 2 31.315069
Chr2SNP2863 2 31.369864
Chr2SNP2864 2 31.380822
Chr2SNP2873 2 31.479453
Chr2SNP2884 2 31.600001
Chr2SNP2885 2 31.610959
Chr2SNP2892 2 31.687672
Chr2SNP2894 2 31.70959
Chr2SNP2899 2 31.764384
Chr2SNP2902 2 31.797261
Chr2SNP2905 2 31.830137
Chr2SNP2910 2 31.884932
Chr2SNP2913 2 31.917809
Chr2SNP2923 2 32.027398
Chr2SNP2925 2 32.049316
Chr2SNP2928 2 32.082192
Chr2SNP2930 2 32.10411
Chr2SNP2934 2 32.147946
Chr2SNP2935 2 32.158905
Chr2SNP2939 2 32.20274
Chr2SNP2941 2 32.224658
Chr2SNP2943 2 32.246576
Chr2SNP2946 2 32.279453
Chr2SNP2949 2 32.312329
Chr2SNP2954 2 32.367124
Chr2SNP2955 2 32.378083
Chr2SNP2956 2 32.389042
Chr2SNP2959 2 32.421918
Chr2SNP2961 2 32.443836
Chr2SNP2966 2 32.498631
Chr2SNP2967 2 32.50959
Chr2SNP2968 2 32.520548
Chr2SNP2973 2 32.575343
Chr2SNP2988 2 32.739727
Chr2SNP2993 2 32.794521
Chr2SNP2995 2 32.816439
Chr2SNP2996 2 32.827398
Chr2SNP2997 2 32.838357
Chr2SNP2999 2 32.860274
Chr2SNP3002 2 32.893151
Chr2SNP3003 2 32.90411
Chr2SNP3004 2 32.915069
Chr2SNP3008 2 32.958905
Chr2SNP3011 2 32.991781
Chr2SNP3012 2 33.00274
Chr2SNP3015 2 33.035617
Chr2SNP3022 2 33.112329
Chr2SNP3023 2 33.123288
Chr2SNP3024 2 33.134247
Chr2SNP3025 2 33.145206
Chr2SNP3026 2 33.156165
Chr2SNP3027 2 33.167124
Chr2SNP3028 2 33.178083
Chr2SNP3032 2 33.221918
Chr2SNP3033 2 33.232877
Chr2SNP3037 2 33.276713
Chr2SNP3038 2 33.287672
Chr2SNP3050 2 33.419179
Chr2SNP3054 2 33.463014
Chr2SNP3055 2 33.473973
Chr2SNP3058 2 33.50685
Chr2SNP3064 2 33.572603
Chr2SNP3071 2 33.649316
Chr2SNP3080 2 33.747946
Chr2SNP3081 2 33.758905
Chr2SNP3084 2 33.791781
Chr2SNP3086 2 33.813699
Chr2SNP3089 2 33.846576
Chr2SNP3091 2 33.868494
Chr2SNP3097 2 33.934247
Chr2SNP3098 2 33.945206
Chr2SNP3099 2 33.956165
Chr2SNP3101 2 33.978083
Chr2SNP3104 2 34.010959
Chr2SNP3106 2 34.032877
Chr2SNP3116 2 34.142466
Chr2SNP3118 2 34.164384
Chr2SNP3119 2 34.175343
Chr2SNP3126 2 34.252055
Chr2SNP3127 2 34.263014
Chr2SNP3130 2 34.295891
Chr2SNP3131 2 34.30685
Chr2SNP3132 2 34.317809
Chr2SNP3133 2 34.328768
Chr2SNP3136 2 34.361644
Chr2SNP3138 2 34.383562
Chr2SNP3142 2 34.427398
Chr2SNP3143 2 34.438357
Chr2SNP3144 2 34.449316
Chr2SNP3147 2 34.482192
Chr2SNP3153 2 34.547946
Chr2SNP3155 2 34.569864
Chr2SNP3158 2 34.60274
Chr2SNP3164 2 34.668494
Chr2SNP3168 2 34.712329
Chr2SNP3169 2 34.723288
Chr2SNP3173 2 34.767124
Chr2SNP3174 2 34.778083
Chr2SNP3176 2 34.8
Chr2SNP3182 2 34.865754
Chr2SNP3192 2 34.975343
Chr2SNP3195 2 35.00822
Chr2SNP3201 2 35.073973
Chr2SNP3205 2 35.117809
Chr2SNP3208 2 35.150685
Chr2SNP3209 2 35.161644
Chr2SNP3211 2 35.183562
Chr2SNP3216 2 35.238357
Chr2SNP3217 2 35.249316
Chr2SNP3224 2 35.326028
Chr2SNP3227 2 35.358905
Chr2SNP3233 2 35.424658
Chr2SNP3237 2 35.468494
Chr2SNP3238 2 35.479453
Chr2SNP3239 2 35.490411
Chr2SNP3254 2 35.654795
Chr2SNP3258 2 35.698631
Chr2SNP3260 2 35.720548
Chr2SNP3263 2 35.753425
Chr2SNP3264 2 35.764384
Chr2SNP3269 2 35.819179
Chr2SNP3275 2 35.884932
Chr2SNP3278 2 35.917809
Chr2SNP3279 2 35.928768
Chr2SNP3282 2 35.961644
Chr2SNP3284 2 35.983562
Chr2SNP3295 2 36.10411
Chr2SNP3296 2 36.115069
Chr2SNP3297 2 36.126028
Chr2SNP3300 2 36.158905
Chr2SNP3303 2 36.191781
Chr2SNP3304 2 36.20274
Chr2SNP3308 2 36.246576
Chr2SNP3309 2 36.257535
Chr2SNP3311 2 36.279453
Chr2SNP3314 2 36.312329
Chr2SNP3315 2 36.323288
Chr2SNP3316 2 36.334247
Chr2SNP3317 2 36.345206
Chr2SNP3319 2 36.367124
Chr2SNP3324 2 36.421918
Chr2SNP3330 2 36.487672
Chr2SNP3333 2 36.520548
Chr2SNP3338 2 36.575343
Chr2SNP3340 2 36.597261
Chr2SNP3344 2 36.641096
Chr2SNP3346 2 36.663014
Chr2SNP3348 2 36.684932
Chr2SNP3349 2 36.695891
Chr2SNP3351 2 36.717809
Chr2SNP3353 2 36.739727
Chr2SNP3354 2 36.750685
Chr2SNP3360 2 36.816439
Chr2SNP3364 2 36.860274
Chr2SNP3369 2 36.915069
Chr2SNP3373 2 36.958905
Chr2SNP3378 2 37.013699
Chr2SNP3381 2 37.046576
Chr2SNP3382 2 37.057535
Chr2SNP3384 2 37.079453
Chr2SNP3387 2 37.112329
Chr2SNP3389 2 37.134247
Chr2SNP3391 2 37.156165
Chr2SNP3392 2 37.167124
Chr2SNP3394 2 37.189042
Chr2SNP3395 2 37.200001
Chr2SNP3396 2 37.210959
Chr2SNP3403 2 37.287672
Chr2SNP3404 2 37.298631
Chr2SNP3405 2 37.30959
Chr2SNP3409 2 37.353425
Chr2SNP3410 2 37.364384
Chr2SNP3411 2 37.375343
Chr2SNP3413 2 37.397261
Chr2SNP3417 2 37.441096
Chr2SNP3422 2 37.495891
Chr2SNP3429 2 37.572603
Chr2SNP3434 2 37.627398
Chr2SNP3435 2 37.638357
Chr2SNP3438 2 37.671233
Chr2SNP3440 2 37.693151
Chr2SNP3446 2 37.758905
Chr2SNP3448 2 37.780822
Chr2SNP3449 2 37.791781
Chr2SNP3454 2 37.846576
Chr2SNP3461 2 37.923288
Chr2SNP3465 2 37.967124
Chr2SNP3467 2 37.989042
Chr2SNP3471 2 38.032877
Chr2SNP3473 2 38.054795
Chr2SNP3475 2 38.076713
Chr2SNP3476 2 38.087672
Chr2SNP3478 2 38.10959
Chr2SNP3479 2 38.120548
Chr2SNP3484 2 38.175343
Chr2SNP3486 2 38.197261
Chr2SNP3487 2 38.20822
Chr2SNP3490 2 38.241096
Chr2SNP3492 2 38.263014
Chr2SNP3495 2 38.295891
Chr2SNP3497 2 38.317809
Chr2SNP3499 2 38.339727
Chr2SNP3503 2 38.383562
Chr2SNP3504 2 38.394521
Chr2SNP3508 2 38.438357
Chr2SNP3509 2 38.449316
Chr2SNP3510 2 38.460274
Chr2SNP3512 2 38.482192
Chr2SNP3513 2 38.493151
Chr2SNP3521 2 38.580822
Chr2SNP3522 2 38.591781
Chr2SNP3524 2 38.613699
Chr2SNP3526 2 38.635617
Chr2SNP3529 2 38.668494
Chr2SNP3531 2 38.690411
Chr2SNP3534 2 38.723288
Chr2SNP3535 2 38.734247
Chr2SNP3536 2 38.745206
Chr2SNP3542 2 38.810959
Chr2SNP3546 2 38.854795
Chr2SNP3553 2 38.931507
Chr2SNP3556 2 38.964384
Chr2SNP3557 2 38.975343
Chr2SNP3558 2 38.986302
Chr2SNP3559 2 38.997261
Chr2SNP3561 2 39.019179
Chr2SNP3562 2 39.030137
Chr2SNP3563 2 39.041096
Chr2SNP3564 2 39.052055
Chr2SNP3571 2 39.128768
Chr2SNP3575 2 39.172603
Chr2SNP3577 2 39.194521
Chr2SNP3578 2 39.20548
Chr2SNP3585 2 39.282192
Chr2SNP3586 2 39.293151
Chr2SNP3595 2 39.391781
Chr2SNP3596 2 39.40274
Chr2SNP3602 2 39.468494
Chr2SNP3603 2 39.479453
Chr2SNP3606 2 39.512329
Chr2SNP3627 2 39.742466
Chr2SNP3631 2 39.786302
Chr2SNP3634 2 39.819179
Chr2SNP3635 2 39.830137
Chr2SNP3638 2 39.863014
Chr2SNP3645 2 39.939727
Chr2SNP3647 2 39.961644
Chr2SNP3648 2 39.972603
Chr2SNP3649 2 39.983562
Chr2SNP3653 2 40.027398
Chr2SNP3655 2 40.049316
Chr2SNP3656 2 40.060274
Chr2SNP3659 2 40.093151
Chr2SNP3664 2 40.147946
Chr2SNP3671 2 40.224658
Chr2SNP3673 2 40.246576
Chr2SNP3686 2 40.389042
Chr2SNP3688 2 40.410959
Chr2SNP3694 2 40.476713
Chr2SNP3696 2 40.498631
Chr2SNP3699 2 40.531507
Chr2SNP3703 2 40.575343
Chr2SNP3704 2 40.586302
Chr2SNP3705 2 40.597261
Chr2SNP3710 2 40.652055
Chr2SNP3712 2 40.673973
Chr2SNP3714 2 40.695891
Chr2SNP3717 2 40.728768
Chr2SNP3720 2 40.761644
Chr2SNP3721 2 40.772603
Chr2SNP3726 2 40.827398
Chr2SNP3733 2 40.90411
Chr2SNP3738 2 40.958905
Chr2SNP3740 2 40.980822
Chr2SNP3741 2 40.991781
Chr2SNP3745 2 41.035617
Chr2SNP3747 2 41.057535
Chr2SNP3748 2 41.068494
Chr2SNP3750 2 41.090411
Chr2SNP3754 2 41.134247
Chr2SNP3758 2 41.178083
Chr2SNP3761 2 41.210959
Chr2SNP3762 2 41.221918
Chr2SNP3763 2 41.232877
Chr2SNP3766 2 41.265754
Chr2SNP3768 2 41.287672
Chr2SNP3773 2 41.342466
Chr2SNP3776 2 41.375343
Chr2SNP3779 2 41.40822
Chr2SNP3780 2 41.419179
Chr2SNP3785 2 41.473973
Chr2SNP3787 2 41.495891
Chr2SNP3788 2 41.50685
Chr2SNP3789 2 41.517809
Chr2SNP3791 2 41.539727
Chr2SNP3793 2 41.561644
Chr2SNP3795 2 41.583562
Chr2SNP3800 2 41.638357
Chr2SNP3801 2 41.649316
Chr2SNP3803 2 41.671233
Chr2SNP3805 2 41.693151
Chr2SNP3810 2 41.747946
Chr2SNP3822 2 41.879453
Chr2SNP3824 2 41.90137
Chr2SNP3827 2 41.934247
Chr2SNP3828 2 41.945206
Chr2SNP3830 2 41.967124
Chr2SNP3832 2 41.989042
Chr2SNP3833 2 42
Chr2SNP3835 2 42.021918
Chr2SNP3836 2 42.032877
Chr2SNP3840 2 42.076713
Chr2SNP3842 2 42.098631
Chr2SNP3847 2 42.153425
Chr2SNP3849 2 42.175343
Chr2SNP3851 2 42.197261
Chr2SNP3852 2 42.20822
Chr2SNP3853 2 42.219179
Chr2SNP3855 2 42.241096
Chr2SNP3857 2 42.263014
Chr2SNP3865 2 42.350685
Chr2SNP3873 2 42.438357
Chr2SNP3876 2 42.471233
Chr2SNP3877 2 42.482192
Chr2SNP3881 2 42.526028
Chr2SNP3883 2 42.547946
Chr2SNP3885 2 42.569864
Chr2SNP3886 2 42.580822
Chr2SNP3890 2 42.624658
Chr2SNP3896 2 42.690411
Chr2SNP3900 2 42.734247
Chr2SNP3904 2 42.778083
Chr2SNP3905 2 42.789042
Chr2SNP3906 2 42.8
Chr2SNP3908 2 42.821918
Chr2SNP3910 2 42.843836
Chr2SNP3915 2 42.898631
Chr2SNP3917 2 42.920548
Chr2SNP3926 2 43.019179
Chr2SNP3929 2 43.052055
Chr2SNP3930 2 43.063014
Chr2SNP3931 2 43.073973
Chr2SNP3935 2 43.117809
Chr2SNP3937 2 43.139727
Chr2SNP3938 2 43.150685
Chr2SNP3944 2 43.216439
Chr2SNP3945 2 43.227398
Chr2SNP3951 2 43.293151
Chr2SNP3953 2 43.315069
Chr2SNP3957 2 43.358905
Chr2SNP3960 2 43.391781
Chr2SNP3961 2 43.40274
Chr2SNP3962 2 43.413699
Chr2SNP3965 2 43.446576
Chr2SNP3970 2 43.50137
Chr2SNP3971 2 43.512329
Chr2SNP3972 2 43.523288
Chr2SNP3983 2 43.643836
Chr2SNP3986 2 43.676713
Chr2SNP3987 2 43.687672
Chr2SNP3990 2 43.720548
Chr2SNP3992 2 43.742466
Chr2SNP3993 2 43.753425
Chr2SNP4000 2 43.830137
Chr2SNP4003 2 43.863014
Chr2SNP4011 2 43.950685
Chr2SNP4014 2 43.983562
Chr2SNP4018 2 44.027398
Chr2SNP4019 2 44.038357
Chr2SNP4020 2 44.049316
Chr2SNP4021 2 44.060274
Chr2SNP4025 2 44.10411
Chr2SNP4026 2 44.115069
Chr2SNP4027 2 44.126028
Chr2SNP4030 2 44.158905
Chr2SNP4033 2 44.191781
Chr2SNP4034 2 44.20274
Chr2SNP4035 2 44.213699
Chr2SNP4041 2 44.279453
Chr2SNP4049 2 44.367124
Chr2SNP4050 2 44.378083
Chr2SNP4064 2 44.531507
Chr2SNP4065 2 44.542466
Chr2SNP4066 2 44.553425
Chr2SNP4067 2 44.564384
Chr2SNP4069 2 44.586302
Chr2SNP4073 2 44.630137
Chr2SNP4085 2 44.761644
Chr2SNP4090 2 44.816439
Chr2SNP4093 2 44.849316
Chr2SNP4094 2 44.860274
Chr2SNP4098 2 44.90411
Chr2SNP4102 2 44.947946
Chr2SNP4109 2 45.024658
Chr2SNP4113 2 45.068494
Chr2SNP4114 2 45.079453
Chr2SNP4117 2 45.112329
Chr2SNP4118 2 45.123288
Chr2SNP4121 2 45.156165
Chr2SNP4123 2 45.178083
Chr2SNP4126 2 45.210959
Chr2SNP4133 2 45.287672
Chr2SNP4135 2 45.30959
Chr2SNP4137 2 45.331507
Chr2SNP4138 2 45.342466
Chr2SNP4146 2 45.430137
Chr2SNP4148 2 45.452055
Chr2SNP4160 2 45.583562
Chr2SNP4164 2 45.627398
Chr2SNP4167 2 45.660274
Chr2SNP4168 2 45.671233
Chr2SNP4172 2 45.715069
Chr2SNP4174 2 45.736987
Chr2SNP4175 2 45.747946
Chr2SNP4176 2 45.758905
Chr2SNP4181 2 45.813699
Chr2SNP4188 2 45.890411
Chr2SNP4190 2 45.912329
Chr2SNP4192 2 45.934247
Chr2SNP4195 2 45.967124
Chr2SNP4197 2 45.989042
Chr2SNP4200 2 46.021918
Chr2SNP4204 2 46.065754
Chr2SNP4208 2 46.10959
Chr2SNP4209 2 46.120548
Chr2SNP4211 2 46.142466
Chr2SNP4219 2 46.230137
Chr2SNP4222 2 46.263014
Chr2SNP4235 2 46.40548
Chr2SNP4237 2 46.427398
Chr2SNP4247 2 46.536987
Chr2SNP4248 2 46.547946
Chr2SNP4249 2 46.558905
Chr2SNP4255 2 46.624658
Chr2SNP4256 2 46.635617
Chr2SNP4269 2 46.778083
Chr2SNP4274 2 46.832877
Chr2SNP4279 2 46.887672
Chr2SNP4282 2 46.920548
Chr2SNP4289 2 46.997261
Chr2SNP4298 2 47.095891
Chr2SNP4299 2 47.10685
Chr2SNP4303 2 47.150685
Chr2SNP4307 2 47.194521
Chr2SNP4309 2 47.216439
Chr2SNP4310 2 47.227398
Chr2SNP4317 2 47.30411
Chr2SNP4318 2 47.315069
Chr2SNP4320 2 47.336987
Chr2SNP4329 2 47.435617
Chr2SNP4334 2 47.490411
Chr2SNP4337 2 47.523288
Chr2SNP4339 2 47.545206
Chr2SNP4343 2 47.589042
Chr2SNP4344 2 47.6
Chr2SNP4346 2 47.621918
Chr2SNP4354 2 47.70959
Chr2SNP4356 2 47.731507
Chr2SNP4357 2 47.742466
Chr2SNP4358 2 47.753425
Chr2SNP4362 2 47.797261
Chr2SNP4364 2 47.819179
Chr2SNP4365 2 47.830137
Chr2SNP4366 2 47.841096
Chr2SNP4375 2 47.939727
Chr2SNP4376 2 47.950685
Chr2SNP4379 2 47.983562
Chr2SNP4382 2 48.016439
Chr2SNP4384 2 48.038357
Chr2SNP4385 2 48.049316
Chr2SNP4386 2 48.060274
Chr2SNP4388 2 48.082192
Chr2SNP4389 2 48.093151
Chr2SNP4391 2 48.115069
Chr2SNP4396 2 48.169864
Chr2SNP4404 2 48.257535
Chr2SNP4406 2 48.279453
Chr2SNP4407 2 48.290411
Chr2SNP4408 2 48.30137
Chr2SNP4412 2 48.345206
Chr2SNP4414 2 48.367124
Chr2SNP4419 2 48.421918
Chr2SNP4430 2 48.542466
Chr2SNP4436 2 48.60822
Chr2SNP4437 2 48.619179
Chr2SNP4439 2 48.641096
Chr2SNP4441 2 48.663014
Chr2SNP4450 2 48.761644
Chr2SNP4452 2 48.783562
Chr2SNP4455 2 48.816439
Chr2SNP4461 2 48.882192
Chr2SNP4463 2 48.90411
Chr2SNP4465 2 48.926028
Chr2SNP4467 2 48.947946
Chr2SNP4471 2 48.991781
Chr2SNP4474 2 49.024658
Chr2SNP4475 2 49.035617
Chr2SNP4476 2 49.046576
Chr2SNP4486 2 49.156165
Chr2SNP4491 2 49.210959
Chr2SNP4495 2 49.254795
Chr2SNP4498 2 49.287672
Chr2SNP4500 2 49.30959
Chr2SNP4503 2 49.342466
Chr2SNP4504 2 49.353425
Chr2SNP4510 2 49.419179
Chr2SNP4513 2 49.452055
Chr2SNP4517 2 49.495891
Chr2SNP4518 2 49.50685
Chr2SNP4520 2 49.528768
Chr2SNP4521 2 49.539727
Chr2SNP4522 2 49.550685
Chr2SNP4525 2 49.583562
Chr2SNP4526 2 49.594521
Chr2SNP4527 2 49.60548
Chr2SNP4528 2 49.616439
Chr2SNP4530 2 49.638357
Chr2SNP4535 2 49.693151
Chr2SNP4538 2 49.726028
Chr2SNP4542 2 49.769864
Chr2SNP4545 2 49.80274
Chr2SNP4548 2 49.835617
Chr2SNP4549 2 49.846576
Chr2SNP4551 2 49.868494
Chr2SNP4554 2 49.90137
Chr2SNP4555 2 49.912329
Chr2SNP4559 2 49.956165
Chr2SNP4567 2 50.043836
Chr2SNP4568 2 50.054795
Chr2SNP4570 2 50.076713
Chr2SNP4571 2 50.087672
Chr2SNP4578 2 50.164384
Chr2SNP4579 2 50.175343
Chr2SNP4582 2 50.20822
Chr2SNP4584 2 50.230137
Chr2SNP4586 2 50.252055
Chr2SNP4594 2 50.339727
Chr2SNP4595 2 50.350685
Chr2SNP4600 2 50.40548
Chr2SNP4601 2 50.416439
Chr2SNP4608 2 50.493151
Chr2SNP4610 2 50.515069
Chr2SNP4615 2 50.569864
Chr2SNP4617 2 50.591781
Chr2SNP4619 2 50.613699
Chr2SNP4620 2 50.624658
Chr2SNP4630 2 50.734247
Chr2SNP4631 2 50.745206
Chr2SNP4632 2 50.756165
Chr2SNP4634 2 50.778083
Chr2SNP4641 2 50.854795
Chr2SNP4642 2 50.865754
Chr2SNP4649 2 50.942466
Chr2SNP4652 2 50.975343
Chr2SNP4663 2 51.095891
Chr2SNP4667 2 51.139727
Chr2SNP4674 2 51.216439
Chr2SNP4676 2 51.238357
Chr2SNP4686 2 51.347946
Chr2SNP4687 2 51.358905
Chr2SNP4697 2 51.468494
Chr2SNP4699 2 51.490411
Chr2SNP4704 2 51.545206
Chr2SNP4706 2 51.567124
Chr2SNP4707 2 51.578083
Chr2SNP4712 2 51.632877
Chr2SNP4714 2 51.654795
Chr2SNP4715 2 51.665754
Chr2SNP4722 2 51.742466
Chr2SNP4725 2 51.775343
Chr2SNP4735 2 51.884932
Chr2SNP4744 2 51.983562
Chr2SNP4747 2 52.016439
Chr2SNP4750 2 52.049316
Chr2SNP4753 2 52.082192
Chr2SNP4761 2 52.169864
Chr2SNP4768 2 52.246576
Chr2SNP4777 2 52.345206
Chr2SNP4783 2 52.410959
Chr2SNP4791 2 52.498631
Chr2SNP4792 2 52.50959
Chr2SNP4793 2 52.520548
Chr2SNP4795 2 52.542466
Chr2SNP4801 2 52.60822
Chr2SNP4811 2 52.717809
Chr2SNP4814 2 52.750685
Chr2SNP4820 2 52.816439
Chr2SNP4822 2 52.838357
Chr2SNP4828 2 52.90411
Chr2SNP4829 2 52.915069
Chr2SNP4831 2 52.936987
Chr2SNP4853 2 53.178083
Chr2SNP4858 2 53.232877
Chr2SNP4860 2 53.254795
Chr2SNP4861 2 53.265754
Chr2SNP4865 2 53.30959
Chr2SNP4866 2 53.320548
Chr2SNP4869 2 53.353425
Chr2SNP4872 2 53.386302
Chr2SNP4873 2 53.397261
Chr2SNP4874 2 53.40822
Chr2SNP4876 2 53.430137
Chr2SNP4878 2 53.452055
Chr2SNP4879 2 53.463014
Chr2SNP4880 2 53.473973
Chr2SNP4883 2 53.50685
Chr2SNP4887 2 53.550685
Chr2SNP4891 2 53.594521
Chr2SNP4892 2 53.60548
Chr2SNP4897 2 53.660274
Chr2SNP4901 2 53.70411
Chr2SNP4903 2 53.726028
Chr2SNP4904 2 53.736987
Chr2SNP4908 2 53.780822
Chr2SNP4918 2 53.890411
Chr2SNP4920 2 53.912329
Chr2SNP4922 2 53.934247
Chr2SNP4926 2 53.978083
Chr2SNP4941 2 54.142466
Chr2SNP4943 2 54.164384
Chr2SNP4944 2 54.175343
Chr2SNP4948 2 54.219179
Chr2SNP4951 2 54.252055
Chr2SNP4953 2 54.273973
Chr2SNP4954 2 54.284932
Chr2SNP4963 2 54.383562
Chr2SNP4966 2 54.416439
Chr2SNP4973 2 54.493151
Chr2SNP4975 2 54.515069
Chr2SNP4977 2 54.536987
Chr2SNP4978 2 54.547946
Chr2SNP4979 2 54.558905
Chr2SNP4981 2 54.580822
Chr2SNP4982 2 54.591781
Chr2SNP4988 2 54.657535
Chr2SNP4990 2 54.679453
Chr2SNP4993 2 54.712329
Chr2SNP4998 2 54.767124
Chr2SNP5005 2 54.843836
Chr2SNP5008 2 54.876713
Chr2SNP5009 2 54.887672
Chr2SNP5010 2 54.898631
Chr2SNP5011 2 54.90959
Chr2SNP5018 2 54.986302
Chr2SNP5020 2 55.00822
Chr2SNP5022 2 55.030137
Chr2SNP5025 2 55.063014
Chr2SNP5026 2 55.073973
Chr2SNP5027 2 55.084932
Chr2SNP5029 2 55.10685
Chr2SNP5030 2 55.117809
Chr2SNP5032 2 55.139727
Chr2SNP5034 2 55.161644
Chr2SNP5037 2 55.194521
Chr2SNP5040 2 55.227398
